,ID,text,labels,target
3437,4046, اللقاح مايقتل ابدا بالعكس ينقذ من الموت عارفه اللي جاتهم اعراض قويه يتحمدون الله لأن اللي يتعب من جزء معطل من الفايروس وهو الغشاء البروتيني للفايروس فقط كيف كان راح يصير فيه لو جاته كورونا من غير تطعيم,0,Covid Vaccine
2272,2663,ظهر التطوُّر التقني في مجالات كثيرة جدًا! ولكن  هل من الممكن أن يجد التحوّل التقني مكانًا له في مجال الساحات القانونيّة؟ URL,1,Digital Transformation
216,258, بصراحة انا مع تمكين المرأة قلباً وقالباً ، خصوصا في الوظائف التي يعتقد الرجل انها حكراً عليه ويفترض  أن المرأة لا تستطيع القيام بها، أن مصطلح تمكين المرأة يعني مساعدتها في بلوغ أهدافها وطموحاتها الوظيفية وخصوصا إن كانت زوجة ،ربة أسرة، وأحيانا ,2,Women empowerment
575,684, شرحوا يومها في المؤتمر ان في كُل الابحاث و البرامج الدولية  بتقول ان انجح المحاور هو تمكين المرأة اقتصادياً  لأن العكس بيخلّيها تبحث عن قيمتها في كُتر الخِلفه. و هيكون فيه تشريعات ل قوانين تخلّي الست تحتفظ ب وظيفتها وقت الخِلفة و حاجات زي كده. غير,2,Women empowerment
3235,3807,   مو شغلك هذا أولا يا حصيصة بل انك تتمنى انهن يظلون فقيرات معدمات هذا ثانيا وان شاء الله تمكين المرأة يجلطك قريب فوق ما انت مجلوط من التغيير الحاصل ثالثا واخيرا لا عمرك تقارن بين العربيات🇸🇦 وبين بنات الموالي الجو,2,Women empowerment
658,784,الاهتمام ب.... التوعية ضد.. العمل على تفعيل.. تمكين المرأة.. شعارات مستهلكة مملة لأي مرشح للانتخابات في هذا البلد المسفلس..,2,Women empowerment
2184,2561,#لا_للتطعيم_الاجباري180 #لا_للجرعة_التنشيطيه #الجرعة_التنشيطية 👈🏻جرعة الموت #لا_لتطعيم_الاطفال #أطفالنا_خط_أحمر URL,0,Covid Vaccine
266,323,في شرق اسيا نظرا لاغلاق المدارس والمزودة بالتكنولوجيا التي توفر ظروف أكثر قابلية لتطبيق التعليم الافتراضي تنتهز الحكومات وشركات التعليم الإلكتروني الفرصة لتجربة التحول للتعليم عن بعد وهذا ما توقعه مايك تروكانو في٢٠١٤ خبير البنك الدولي بان الأوبئة قد تدعم هذا التوجه #جمعه_مباركه URL,1,Digital Transformation
3158,3708, مو فاهمة شو المشكلة، صحيح إنه مشاريع تمكين المرأة محصورة جدا عنا، بس هذا ما بيعني التقليل من جهد السيدات الي اهتماماتهم و هويتهم بهذا الاتجاه. بالعكس يعطيها ألف عافية.,2,Women empowerment
1236,1462,      تريد الوظيفة تريد السفر اي شي غير الزواج😂مع عصر تمكين المرأة كل شي تغير يا سلامة بس يا عزتي لك,2,Women empowerment
1968,2313,أرقام مبهجة عن تمكين المرأة ... والقادم أجمل #السعودية ,2,Women empowerment
3111,3650,لجين عبدالله الهذلول عضوا   اعطيت الثقه والحرية الكامله في عصر تمكين المراة وللاسف قامت الموقوفه بالتخابر ضد وطنها ومساس امنه الوطني #FreeLoujaiلجين_الهذلول ,2,Women empowerment
2820,3313,  دُون تعميم   ولكن التحول الإلكتروني يشوبه الكثير مِن النقصان والتقصير ولا أدري ما السبب. صادف أكثر من مرة أحيل الصحائف للفحص وما يردني رد من المحكمة عبر الموقع   واضطر أرسلها مرة أخرى . وإلى اليوم أتصل في القسم الفنّي للمحكمة ومافي رد !,1,Digital Transformation
3428,4035, تطعيم اللقاح لا يقضي على كورونا التطعيم لتقوية المناعة فقط,0,Covid Vaccine
62,75, التحول الرقمي إذا تم كما يريدون فلن يكون هناك إستقلال للفرد ستعود العبودية بغلاف رقمي,1,Digital Transformation
3088,3622, الفاسد لا يريد التحول الالكتروني لان راح ينقطع رزقه,1,Digital Transformation
1924,2266,الحمد لله الذي تتم بنعمته الصالحات ..حصل جميع أفراد  عائلتي على التطعيم 💉🤍💜 ايش ننتظر كلنا على التطعيم 👌🏼 #السعودية_العظمى  #تطعيم_كورونا  #vaccine  Thank God  all of my family members are vaccinated 💉 URL,0,Covid Vaccine
3356,3946,ماودي اخذ تطعيم كورونا هذا اجباري ؟؟,0,Covid Vaccine
1883,2218,تم تطعيم اول جرعة للقاح كورونا بنجاح 🙏🏻💚 اللهم اجعل فيها الشفاء ✨   31-12-2020,0,Covid Vaccine
2728,3202, جهود رائعة وخبر جميل ويابلادي واصلي  #تمكين_المرأة #تمكين_المحاسبات  💚💚🇸🇦,2,Women empowerment
2817,3310,"""عز يامال العز ""هو تنظيم هو اخلاق هو اخلاص هو اسلوب هو تعامل مع الناس الحمدلله على نعمة هالوطن وشبابه 🇸🇦💚  #تطعيم_كورونا  #COVID19",0,Covid Vaccine
1746,2055,  التحويل الإلكتروني يغير الحياة ويزيد الجودة  وضع المملكة قبل ثلاث سنوات تختلف بشكل كبير بعد التحول الإلكتروني بشكل عظيم وعقبال كل الوطن العربي,1,Digital Transformation
357,424, اسوء شي التحول الكامل للدفع الالكتروني,1,Digital Transformation
468,557, أهم ثلاث وظائف التسويق (التواجد) الالكتروني التحول الرقمي مدير مالي مطوَّر  وراح يقل الطلب على مندوب المبيعات الميداني الشؤون الإدارية,1,Digital Transformation
1857,2186,الله يلعن تمكين المرأه,2,Women empowerment
2005,2358, وزارة مميزة بقيادتكم رعاكم الله وبرجالاتها وبتقدمها التقني وتعكس صورة مميزة عن بلادنا وعن التحول الكبير الذي نعيشه في عهد مولاي خادم الحرمين الشريفين وسمو سيدي ولي العهد حفظهم الله . شكراً سمو الأمير على كل ماتقدمونه.,1,Digital Transformation
1222,1446,  والله شيء مؤلم نساء كبيرات بالسن ويجعلونهم تابعات لولي الأمر أين تمكين المرأة؟ نحن في زمن الملك سلمان الذي كفل حقوق المرأة وصانها ولكن يبدو ان بعض المسؤولين في الضمان الاجتماعي لا يواكبون العصر ولا رؤية ملكنا حفظه الله 🙏 #الغاء_اس,2,Women empowerment
806,954,#المرأة_التقنية كان عند شغف كبير اني أدخل البرنامج   والحمدلله استفدت من الجزئية الاولى الشي الكثير   شكراً لطاقم التحول التقني 🌻 ,1,Digital Transformation
1964,2308,     الحمدلله ان الامارات وفي المنطقة العربية تتصدر ملف تمكين المرأة، مسيرة ناجحة في ملف عمل المرأة حقوقها وتبقى هناك بعض التحديات ولكن بالامكان القول ان الامارات في التوجه الصحيح,2,Women empowerment
781,927,في العدد الجديد من مجلة #الجوهرة  ـ مؤتمر تمكين المرأة.. إنجازات مشرفة وقصص نجاح ملهمة لسيدات تفوقن عالميًا   ـ كيف تتحدث مع الأطفال عن الحرب؟   ـ 7 طرق للإقلاع عن التدخين   ــ السيـاحة فى نيـوم.. طبيعة ساحرة وأسلوب استثنائي   ــ الأم و بناء شخصية طفلها المراهق.. 6 سلوكيات ضـارة URL,2,Women empowerment
3093,3628, يا رب تكون دي فعلا بداية التحول التقنى,1,Digital Transformation
